Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	['Với', 'chất', 'giọng', 'đẹp', 'và', 'phong cách', 'biểu diễn', '"', 'bốc lửa', '"', ',', 'Ngọc Anh', 'khá', 'thành công', 'trên', 'con', 'đường', 'ca hát']
Mỗi album của chị để lại những ấn tượng thật đẹp trong lòng công chúng	['Mỗi', 'album', 'của', 'chị', 'để', 'lại', 'những', 'ấn tượng', 'thật', 'đẹp', 'trong', 'lòng', 'công chúng']
Ngọc Anh tâm sự về gia đình hạnh phúc của mình	['Ngọc Anh', 'tâm sự', 'về', 'gia đình', 'hạnh phúc', 'của', 'mình']
- Có lần chị thổ lộ, mình ca hát thành công một phần nhờ người yêu	['-', 'Có', 'lần', 'chị', 'thổ lộ', ',', 'mình', 'ca hát', 'thành công', 'một', 'phần', 'nhờ', 'người yêu']
Tình yêu ấy đã mang tới cảm hứng sáng tạo cho chị như thế nào?	['Tình yêu', 'ấy', 'đã', 'mang', 'tới', 'cảm hứng', 'sáng tạo', 'cho', 'chị', 'như', 'thế nào', '?']
- Mười bảy tuổi tôi đã có mối tình thứ hai, yêu sớm quá phải không? Một ngày đẹp trời tập hát xong đang ngồi mơ màng uống nước giải khát thì anh ấy lân la đến hỏi thăm, hai người cùng chơi chung ban nhạc Tây Hồ	['-', 'Mười', 'bảy', 'tuổi', 'tôi', 'đã', 'có', 'mối', 'tình', 'thứ', 'hai', ',', 'yêu', 'sớm', 'quá', 'phải', 'không', '?', 'Một', 'ngày', 'đẹp', 'trời', 'tập', 'hát', 'xong', 'đang', 'ngồi', 'mơ màng', 'uống', 'nước giải khát', 'thì', 'anh', 'ấy', 'lân la', 'đến', 'hỏi thăm', ',', 'hai', 'người', 'cùng', 'chơi', 'chung', 'ban', 'nhạc', 'Tây Hồ']
Trước đây tôi từng nghe về tiếng sét ái tình nhưng không hình dung được nó thế nào	['Trước', 'đây', 'tôi', 'từng', 'nghe', 'về', 'tiếng', 'sét', 'ái tình', 'nhưng', 'không', 'hình dung', 'được', 'nó', 'thế nào']
Vậy mà đùng một cái, nó đánh trúng ngay tim	['Vậy mà', 'đùng', 'một', 'cái', ',', 'nó', 'đánh', 'trúng', 'ngay', 'tim']
Loạn nhịp mất một thời gian dài mới trấn tĩnh được và say mê nhau đến giờ	['Loạn nhịp', 'mất', 'một', 'thời gian', 'dài', 'mới', 'trấn tĩnh', 'được', 'và', 'say mê', 'nhau', 'đến', 'giờ']
Đó là anh Trần Hùng, con trai cưng của NSND Tường Vi và bố của "thằng cu Trần Anh Trung" bây giờ	['Đó', 'là', 'anh', 'Trần Hùng', ',', 'con trai', 'cưng', 'của', 'NSND', 'Tường Vi', 'và', 'bố', 'của', '"', 'thằng', 'cu', 'Trần Anh', 'Trung', '"', 'bây giờ']
Thật tuyệt, những chỗ nào hát chưa ổn, mẹ chỉnh cho là xong ngay	['Thật', 'tuyệt', ',', 'những', 'chỗ', 'nào', 'hát', 'chưa', 'ổn', ',', 'mẹ', 'chỉnh', 'cho', 'là', 'xong', 'ngay']
Anh Hùng thì làm nhạc, hòa âm cho tôi và luôn động viên an ủi	['Anh Hùng', 'thì', 'làm', 'nhạc', ',', 'hòa âm', 'cho', 'tôi', 'và', 'luôn', 'động viên', 'an ủi']
Lúc nào anh cũng đứng trong cánh gà dõi theo khi tôi lên sân khấu hát	['Lúc', 'nào', 'anh', 'cũng', 'đứng', 'trong', 'cánh gà', 'dõi', 'theo', 'khi', 'tôi', 'lên', 'sân khấu', 'hát']
Anh nắm tay chia sẻ mọi niềm vui, nỗi buồn và những lúc mệt mỏi	['Anh', 'nắm', 'tay', 'chia sẻ', 'mọi', 'niềm', 'vui', ',', 'nỗi', 'buồn', 'và', 'những', 'lúc', 'mệt mỏi']
Một phần thành công của tôi bắt đầu từ những điều như thế	['Một', 'phần', 'thành công', 'của', 'tôi', 'bắt đầu', 'từ', 'những', 'điều', 'như', 'thế']
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	['-', 'Người ta', 'bảo', 'tình yêu', 'có', 'hai', 'mặt', ',', 'nhưng', 'dường như', 'cuộc sống', 'của', 'chị', 'nhiều', 'màu', 'hồng', 'hơn']
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	['Tình yêu', 'của', 'nghệ sĩ', 'thường', 'lãng mạn', 'và', 'đẹp', 'hơn', ',', 'hay', 'nghệ sĩ', 'yêu', 'cũng', 'khác', 'người', 'bình thường', '?']
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	['Tình yêu', 'hai', 'mặt', 'là', 'sự thực dụng', ',', 'đến', 'với', 'nhau', 'không', 'bằng', 'tình cảm', 'mà', 'vì', 'cái', 'này', 'cái', 'nọ', ',', 'đã', '"', 'cân', 'đong đo', 'đếm', '"', 'thì', 'làm sao', 'có', 'hạnh phúc', 'được', 'mà', 'đó', 'chỉ', 'là', 'ảo giác', 'thôi']
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	['Khi', 'còn', 'sống', '"', 'tung tăng', '"', 'thì', 'khác', 'nhưng', 'đã', 'quyết định', 'làm', 'bạn', 'đời', 'của', 'nhau', 'thì', 'phải', 'có', 'trách nhiệm', 'cùng', 'xây dựng', 'gia đình', ',', 'chăm lo', 'con cái', 'và', 'hiếu thảo', 'với', 'cha mẹ']
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	['Tôi', 'nghĩ', 'trong', 'tâm hồn', 'ai', 'cũng', 'có', 'sự', 'lãng mạn', ',', 'nhưng', 'tùy', 'tính cách', 'mà', 'nó', 'bộc lộ', 'như', 'thế nào']
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	['Tình yêu', 'của', 'nghệ sĩ', 'hay', 'ai', 'cũng', 'đều', 'đẹp', 'như', 'nhau']
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	['-', 'Sau', 'giờ', 'diễn', 'trên', 'sân khấu', 'và', 'tất bật', 'trong', 'việc', 'kinh doanh', 'của', 'công ty', 'nghệ thuật', 'Ngọc Anh', ',', 'chị', 'thường', 'dành', 'thời gian', 'rảnh', 'vào', 'việc', 'gì', '?']
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	['-', 'Nấu', 'những', 'món', 'ngon', 'cho', 'cả', 'nhà', ',', 'sắm', 'vài', 'bộ đồ', 'mới', 'cho', 'anh', 'Hùng', ',', 'chăm sóc', 'thằng', 'cu', ',', 'cùng', 'mẹ', 'Tường Vi', 'dạy học', 'ở', 'Trung tâm Tình thương']
Đó là niềm say mê của tôi sau ca hát và kinh doanh	['Đó', 'là', 'niềm', 'say mê', 'của', 'tôi', 'sau', 'ca hát', 'và', 'kinh doanh']
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	['Khi', 'mọi', 'người', 'cùng', 'vui vẻ', 'thưởng thức', 'ngon lành', 'những', 'món', 'mình', 'cất công', 'nấu nướng', 'và', 'mẹ', 'hài lòng', ',', 'tôi', 'không', 'cần', 'gì', 'hơn', 'nữa']
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	['Có', 'lúc', 'bản thân', 'ăn mặc', 'xuề xoà', 'nhưng', 'khi', 'anh', 'Hùng', 'ra', 'đường', 'tôi', 'chăm chút', 'từng', 'cái', 'áo']
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	['Tôi', 'nghĩ', ',', 'đâu', 'cần', 'tìm', 'hạnh phúc', 'ở', 'đâu xa', 'mà', 'có thể', 'cảm nhận', 'nó', 'ở', 'ngay', 'bên', 'mình']
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	['-', 'Sắp', 'tới', '"', 'người', 'tham', 'việc', '"', 'như', 'Ngọc Anh', 'còn', 'có', 'kế hoạch', 'gì', '?']
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	['-', 'Sau', 'khi', 'phát hành', 'album', 'thứ', '4', ',', 'tôi', 'nhận', 'được', 'khá', 'nhiều', 'phản hồi', 'của', 'khán giả', 'trẻ']
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	['Tôi', 'đang', 'chuẩn bị', 'kế hoạch', 'đi', 'biểu diễn', 'nhiều', 'đại học', 'trong', 'nước', ',', 'cùng', 'anh', 'Trần Hùng', 'tổ chức', 'show', 'diễn', 'phục vụ', 'các', 'bạn', 'học sinh', ',', 'sinh viên']
Công việc hăng ngày ngốn khá nhiều thời gian nên tôi phải tranh thủ chọn nhạc và vào phòng thu, vì đang "âm mưu" thực hiện một sản phẩm độc đáo: Ngọc Anh và tình khúc Phú Quang II, dự kiến phát hành vào cuối năm nay	['Công việc', 'hăng', 'ngày', 'ngốn', 'khá', 'nhiều', 'thời gian', 'nên', 'tôi', 'phải', 'tranh thủ', 'chọn', 'nhạc', 'và', 'vào', 'phòng', 'thu', ',', 'vì', 'đang', '"', 'âm mưu', '"', 'thực hiện', 'một', 'sản phẩm', 'độc đáo', ':', 'Ngọc Anh', 'và', 'tình khúc', 'Phú Quang II', ',', 'dự kiến', 'phát hành', 'vào', 'cuối', 'năm', 'nay']
Cuộc sống đôi lúc thăng trầm và thác ghềnh, bản thân mỗi người đều chưa hoàn thiện	['Cuộc sống', 'đôi', 'lúc', 'thăng trầm', 'và', 'thác ghềnh', ',', 'bản thân', 'mỗi', 'người', 'đều', 'chưa', 'hoàn thiện']
Tôi cũng vậy, nhưng cứ sống lao động hết mình vì nghệ thuật và yêu thật nhiều, vì tình yêu là liều thuốc bổ mà	['Tôi', 'cũng', 'vậy', ',', 'nhưng', 'cứ', 'sống', 'lao động', 'hết mình', 'vì', 'nghệ thuật', 'và', 'yêu', 'thật', 'nhiều', ',', 'vì', 'tình yêu', 'là', 'liều', 'thuốc bổ', 'mà']
Cuộc hội ngộ tại Italy mang lại cho giới làm điện ảnh cơ hội lưu danh trong làng nghệ thuật, đồng thời là nơi lý tưởng để quảng bá cho các bộ phim bên ngoài nước Mỹ	['Cuộc', 'hội ngộ', 'tại', 'Italy', 'mang', 'lại', 'cho', 'giới', 'làm', 'điện ảnh', 'cơ hội', 'lưu danh', 'trong', 'làng', 'nghệ thuật', ',', 'đồng thời', 'là', 'nơi', 'lý tưởng', 'để', 'quảng bá', 'cho', 'các', 'bộ', 'phim', 'bên', 'ngoài', 'nước', 'Mỹ']
Các ngôi sao của Hollywood cũng không bỏ lỡ cơ hội này để toả sáng tại rạp Lido	['Các', 'ngôi sao', 'của', 'Hollywood', 'cũng', 'không', 'bỏ', 'lỡ', 'cơ hội', 'này', 'để', 'toả', 'sáng', 'tại', 'rạp', 'Lido']
Sự xuất hiện của các diễn viên hàng đầu thế giới trên thảm đỏ tại Venice khiến LHP tại thành phố kênh rạch quyến rũ này trở nên ngang tầm với cuộc so tài tại thành phố Cannes (Pháp), xét về độ hào nhoáng và quyến rũ	['Sự', 'xuất hiện', 'của', 'các', 'diễn viên', 'hàng đầu', 'thế giới', 'trên', 'thảm đỏ', 'tại', 'Venice', 'khiến', 'LHP', 'tại', 'thành phố', 'kênh rạch', 'quyến rũ', 'này', 'trở nên', 'ngang', 'tầm', 'với', 'cuộc', 'so', 'tài', 'tại', 'thành phố', 'Cannes', '(', 'Pháp', ')', ',', 'xét', 'về', 'độ', 'hào nhoáng', 'và', 'quyến rũ']
George Clooney, Russell Crowe, Renee Zellweger, Matt Damon và Monica Bellucci đều dành 5 phút cho các nhà báo thực hiện phỏng vấn gắn	['George Clooney', ',', 'Russell Crowe', ',', 'Renee Zellweger', ',', 'Matt Damon', 'và', 'Monica Bellucci', 'đều', 'dành', '5', 'phút', 'cho', 'các', 'nhà báo', 'thực hiện', 'phỏng vấn', 'gắn']
Chỉ có Gwyneth Paltrow lỡ hẹn với Venice vì máy bay của cô gặp trục trặc kỹ thuật	['Chỉ', 'có', 'Gwyneth Paltrow', 'lỡ hẹn', 'với', 'Venice', 'vì', 'máy bay', 'của', 'cô', 'gặp', 'trục trặc', 'kỹ thuật']
Nhà bình luận điện ảnh Lee Marshall nói: Đây là bước chuẩn bị đầu tiên cho bữa tiệc Oscar	['Nhà', 'bình luận', 'điện ảnh', 'Lee Marshall', 'nói', ':', 'Đây', 'là', 'bước', 'chuẩn bị', 'đầu tiên', 'cho', 'bữa', 'tiệc', 'Oscar']
Mọi người tới tham dự LHP đều hy vọng, bộ phim của họ sẽ được đánh giá cao để họ có thể yên tâm tới dự lễ trao giải Quả cầu vàng và sau đó là Oscar	['Mọi', 'người', 'tới', 'tham dự', 'LHP', 'đều', 'hy vọng', ',', 'bộ', 'phim', 'của', 'họ', 'sẽ', 'được', 'đánh giá', 'cao', 'để', 'họ', 'có thể', 'yên tâm', 'tới', 'dự', 'lễ', 'trao', 'giải', 'Quả', 'cầu', 'vàng', 'và', 'sau', 'đó', 'là', 'Oscar']
LHP Venice diễn ra trong thời điểm này được đánh giá là hợp lý vì giữ khoảng cách với giải Oscar được tổ chức vào tháng 2 hoặc tháng 3	['LHP Venice', 'diễn', 'ra', 'trong', 'thời điểm', 'này', 'được', 'đánh giá', 'là', 'hợp lý', 'vì', 'giữ', 'khoảng cách', 'với', 'giải', 'Oscar', 'được', 'tổ chức', 'vào', 'tháng', '2', 'hoặc', 'tháng', '3']
LHP Berlin trao giải trong tháng 2, quá sát nên ánh hào quang của tượng vàng sẽ che khuất Gấu bạc	['LHP', 'Berlin', 'trao', 'giải', 'trong', 'tháng', '2', ',', 'quá', 'sát', 'nên', 'ánh', 'hào quang', 'của', 'tượng', 'vàng', 'sẽ', 'che khuất', 'Gấu', 'bạc']
Còn LHP Cannes diễn ra vào tháng 5 nên không được mấy ai nhắc tới trong mùa Oscar	['Còn', 'LHP Cannes', 'diễn', 'ra', 'vào', 'tháng', '5', 'nên', 'không', 'được', 'mấy ai', 'nhắc', 'tới', 'trong', 'mùa', 'Oscar']
Theo đánh giá của Lee Marshall, những phim nặng ký cho giải Sư tử vàng năm nay là Brokeback Mountain của đạo diễn Trung Quốc, Lý An, với các tài tử Jake Gyllenhaal, Heath Ledger, và Good Night And Good Luck của George Clooney	['Theo', 'đánh giá', 'của', 'Lee Marshall', ',', 'những', 'phim', 'nặng', 'ký', 'cho', 'giải', 'Sư tử', 'vàng', 'năm', 'nay', 'là', 'Brokeback Mountain', 'của', 'đạo diễn', 'Trung Quốc', ',', 'Lý An', ',', 'với', 'các', 'tài tử', 'Jake Gyllenhaal', ',', 'Heath Ledger', ',', 'và', 'Good Night And Good Luck', 'của', 'George Clooney']
Nhiều đạo diễn cũng coi Venice là đất lành để những bộ phim nhỏ, sản xuất độc lập của họ được chào đón	['Nhiều', 'đạo diễn', 'cũng', 'coi', 'Venice', 'là', 'đất', 'lành', 'để', 'những', 'bộ', 'phim', 'nhỏ', ',', 'sản xuất', 'độc lập', 'của', 'họ', 'được', 'chào đón']
Đạo diễn Steven Soderbergh nói: Tôi thấy khán giả châu Âu có phản ứng tích cực hơn với phim của chúng tôi so với khán giả Mỹ	['Đạo diễn', 'Steven Soderbergh', 'nói', ':', 'Tôi', 'thấy', 'khán giả', 'châu Âu', 'có', 'phản ứng', 'tích cực', 'hơn', 'với', 'phim', 'của', 'chúng tôi', 'so', 'với', 'khán giả', 'Mỹ']
Khán giả của cựu lục địa có xu hướng thay đổi tư duy để phù hợp với quan điểm nghệ thuật của bộ phim	['Khán giả', 'của', 'cựu', 'lục địa', 'có', 'xu hướng', 'thay đổi', 'tư duy', 'để', 'phù hợp', 'với', 'quan điểm', 'nghệ thuật', 'của', 'bộ', 'phim']
Trong khi đó, người Mỹ muốn quan điểm nghệ thuật phải phù hợp với tư duy của họ	['Trong', 'khi', 'đó', ',', 'người', 'Mỹ', 'muốn', 'quan điểm', 'nghệ thuật', 'phải', 'phù hợp', 'với', 'tư duy', 'của', 'họ']
Nhân vật Cho Chang đã không thèm ngó ngàng tới cậu bé phù thuỷ trong tập 4 Harry Potter và Chiếc cốc lửa, nhưng diễn viên Katie Leung đóng vai này đã bị Daniel Racliffe bỏ bùa mê	['Nhân vật', 'Cho', 'Chang', 'đã', 'không', 'thèm', 'ngó ngàng', 'tới', 'cậu', 'bé', 'phù thuỷ', 'trong', 'tập', '4', 'Harry Potter', 'và', 'Chiếc', 'cốc', 'lửa', ',', 'nhưng', 'diễn viên', 'Katie Leung', 'đóng', 'vai', 'này', 'đã', 'bị', 'Daniel Racliffe', 'bỏ', 'bùa mê']
