Với chất giọng đẹp và phong cách biểu diễn "bốc lửa", Ngọc Anh khá thành công trên con đường ca hát	[['Với', 'chất', 'giọng', 'đẹp', 'và', 'phong_cách', 'biểu_diễn', '"', 'bốc_lửa', '"', ',', 'Ngọc_Anh', 'khá', 'thành_công', 'trên', 'con', 'đường', 'ca_hát']]
Mỗi album của chị để lại những ấn tượng thật đẹp trong lòng công chúng	[['Mỗi', 'album', 'của', 'chị', 'để', 'lại', 'những', 'ấn_tượng', 'thật', 'đẹp', 'trong', 'lòng', 'công_chúng']]
Ngọc Anh tâm sự về gia đình hạnh phúc của mình	[['Ngọc_Anh', 'tâm_sự', 'về', 'gia_đình', 'hạnh_phúc', 'của', 'mình']]
- Có lần chị thổ lộ, mình ca hát thành công một phần nhờ người yêu	[['-', 'Có', 'lần', 'chị', 'thổ_lộ', ',', 'mình', 'ca_hát', 'thành_công', 'một', 'phần', 'nhờ', 'người', 'yêu']]
Tình yêu ấy đã mang tới cảm hứng sáng tạo cho chị như thế nào?	[['Tình_yêu', 'ấy', 'đã', 'mang', 'tới', 'cảm_hứng', 'sáng_tạo', 'cho', 'chị', 'như_thế_nào', '?']]
- Mười bảy tuổi tôi đã có mối tình thứ hai, yêu sớm quá phải không? Một ngày đẹp trời tập hát xong đang ngồi mơ màng uống nước giải khát thì anh ấy lân la đến hỏi thăm, hai người cùng chơi chung ban nhạc Tây Hồ	[['-', 'Mười_bảy', 'tuổi', 'tôi', 'đã', 'có', 'mối', 'tình', 'thứ', 'hai', ',', 'yêu', 'sớm', 'quá', 'phải', 'không', '?'], ['Một', 'ngày', 'đẹp', 'trời', 'tập', 'hát', 'xong', 'đang', 'ngồi', 'mơ_màng', 'uống', 'nước', 'giải_khát', 'thì', 'anh', 'ấy', 'lân_la', 'đến', 'hỏi_thăm', ',', 'hai', 'người', 'cùng', 'chơi', 'chung', 'ban', 'nhạc', 'Tây_Hồ']]
Trước đây tôi từng nghe về tiếng sét ái tình nhưng không hình dung được nó thế nào	[['Trước_đây', 'tôi', 'từng', 'nghe', 'về', 'tiếng', 'sét', 'ái_tình', 'nhưng', 'không', 'hình_dung', 'được', 'nó', 'thế_nào']]
Vậy mà đùng một cái, nó đánh trúng ngay tim	[['Vậy_mà', 'đùng_một_cái', ',', 'nó', 'đánh', 'trúng', 'ngay', 'tim']]
Loạn nhịp mất một thời gian dài mới trấn tĩnh được và say mê nhau đến giờ	[['Loạn', 'nhịp', 'mất', 'một', 'thời_gian', 'dài', 'mới', 'trấn_tĩnh', 'được', 'và', 'say_mê', 'nhau', 'đến', 'giờ']]
Đó là anh Trần Hùng, con trai cưng của NSND Tường Vi và bố của "thằng cu Trần Anh Trung" bây giờ	[['Đó', 'là', 'anh', 'Trần_Hùng', ',', 'con', 'trai', 'cưng', 'của', 'NSND', 'Tường_Vi', 'và', 'bố', 'của', '"', 'thằng', 'cu', 'Trần_Anh_Trung', '"', 'bây_giờ']]
Thật tuyệt, những chỗ nào hát chưa ổn, mẹ chỉnh cho là xong ngay	[['Thật', 'tuyệt', ',', 'những', 'chỗ', 'nào', 'hát', 'chưa', 'ổn', ',', 'mẹ', 'chỉnh', 'cho', 'là', 'xong', 'ngay']]
Anh Hùng thì làm nhạc, hòa âm cho tôi và luôn động viên an ủi	[['Anh', 'Hùng', 'thì', 'làm', 'nhạc', ',', 'hoà_âm', 'cho', 'tôi', 'và', 'luôn', 'động_viên', 'an_ủi']]
Lúc nào anh cũng đứng trong cánh gà dõi theo khi tôi lên sân khấu hát	[['Lúc_nào', 'anh', 'cũng', 'đứng', 'trong', 'cánh_gà', 'dõi', 'theo', 'khi', 'tôi', 'lên', 'sân_khấu', 'hát']]
Anh nắm tay chia sẻ mọi niềm vui, nỗi buồn và những lúc mệt mỏi	[['Anh', 'nắm', 'tay', 'chia_sẻ', 'mọi', 'niềm', 'vui', ',', 'nỗi', 'buồn', 'và', 'những', 'lúc', 'mệt_mỏi']]
Một phần thành công của tôi bắt đầu từ những điều như thế	[['Một', 'phần', 'thành_công', 'của', 'tôi', 'bắt_đầu', 'từ', 'những', 'điều', 'như_thế']]
- Người ta bảo tình yêu có hai mặt, nhưng dường như cuộc sống của chị nhiều màu hồng hơn	[['-', 'Người', 'ta', 'bảo', 'tình_yêu', 'có', 'hai', 'mặt', ',', 'nhưng', 'dường_như', 'cuộc_sống', 'của', 'chị', 'nhiều', 'màu', 'hồng', 'hơn']]
Tình yêu của nghệ sĩ thường lãng mạn và đẹp hơn, hay nghệ sĩ yêu cũng khác người bình thường?	[['Tình_yêu', 'của', 'nghệ_sĩ', 'thường', 'lãng_mạn', 'và', 'đẹp', 'hơn', ',', 'hay', 'nghệ_sĩ', 'yêu', 'cũng', 'khác', 'người', 'bình_thường', '?']]
Tình yêu hai mặt là sự thực dụng, đến với nhau không bằng tình cảm mà vì cái này cái nọ, đã "cân đong đo đếm" thì làm sao có hạnh phúc được mà đó chỉ là ảo giác thôi	[['Tình_yêu', 'hai', 'mặt', 'là', 'sự_thực', 'dụng', ',', 'đến', 'với', 'nhau', 'không', 'bằng', 'tình_cảm', 'mà', 'vì', 'cái', 'này', 'cái', 'nọ', ',', 'đã', '"', 'cân_đong_đo_đếm', '"', 'thì', 'làm_sao', 'có', 'hạnh_phúc', 'được', 'mà', 'đó', 'chỉ', 'là', 'ảo_giác', 'thôi']]
Khi còn sống "tung tăng" thì khác nhưng đã quyết định làm bạn đời của nhau thì phải có trách nhiệm cùng xây dựng gia đình, chăm lo con cái và hiếu thảo với cha mẹ	[['Khi', 'còn', 'sống', '"', 'tung_tăng', '"', 'thì', 'khác', 'nhưng', 'đã', 'quyết_định', 'làm_bạn', 'đời', 'của', 'nhau', 'thì', 'phải', 'có', 'trách_nhiệm', 'cùng', 'xây_dựng_gia_đình', ',', 'chăm_lo', 'con_cái', 'và', 'hiếu_thảo', 'với', 'cha_mẹ']]
Tôi nghĩ trong tâm hồn ai cũng có sự lãng mạn, nhưng tùy tính cách mà nó bộc lộ như thế nào	[['Tôi', 'nghĩ', 'trong', 'tâm_hồn', 'ai', 'cũng', 'có', 'sự', 'lãng_mạn', ',', 'nhưng', 'tuỳ', 'tính_cách', 'mà', 'nó', 'bộc_lộ', 'như_thế_nào']]
Tình yêu của nghệ sĩ hay ai cũng đều đẹp như nhau	[['Tình_yêu', 'của', 'nghệ_sĩ', 'hay', 'ai', 'cũng', 'đều', 'đẹp', 'như', 'nhau']]
- Sau giờ diễn trên sân khấu và tất bật trong việc kinh doanh của công ty nghệ thuật Ngọc Anh, chị thường dành thời gian rảnh vào việc gì?	[['-', 'Sau', 'giờ', 'diễn', 'trên', 'sân_khấu', 'và', 'tất_bật', 'trong', 'việc', 'kinh_doanh', 'của', 'công_ty', 'nghệ_thuật', 'Ngọc_Anh', ',', 'chị', 'thường', 'dành', 'thời_gian', 'rảnh', 'vào', 'việc', 'gì', '?']]
- Nấu những món ngon cho cả nhà, sắm vài bộ đồ mới cho anh Hùng, chăm sóc thằng cu, cùng mẹ Tường Vi dạy học ở Trung tâm Tình thương	[['-', 'Nấu', 'những', 'món', 'ngon', 'cho', 'cả', 'nhà', ',', 'sắm', 'vài', 'bộ_đồ', 'mới', 'cho', 'anh', 'Hùng', ',', 'chăm_sóc', 'thằng', 'cu', ',', 'cùng', 'mẹ', 'Tường_Vi', 'dạy_học', 'ở', 'Trung_tâm', 'Tình_thương']]
Đó là niềm say mê của tôi sau ca hát và kinh doanh	[['Đó', 'là', 'niềm', 'say_mê', 'của', 'tôi', 'sau', 'ca_hát', 'và', 'kinh_doanh']]
Khi mọi người cùng vui vẻ thưởng thức ngon lành những món mình cất công nấu nướng và mẹ hài lòng, tôi không cần gì hơn nữa	[['Khi', 'mọi', 'người', 'cùng', 'vui_vẻ', 'thưởng_thức', 'ngon_lành', 'những', 'món', 'mình', 'cất_công', 'nấu_nướng', 'và', 'mẹ', 'hài_lòng', ',', 'tôi', 'không', 'cần', 'gì', 'hơn_nữa']]
Có lúc bản thân ăn mặc xuề xoà nhưng khi anh Hùng ra đường tôi chăm chút từng cái áo	[['Có', 'lúc', 'bản_thân', 'ăn_mặc', 'xuề_xoà', 'nhưng', 'khi', 'anh', 'Hùng', 'ra', 'đường', 'tôi', 'chăm_chút', 'từng', 'cái', 'áo']]
Tôi nghĩ, đâu cần tìm hạnh phúc ở đâu xa mà có thể cảm nhận nó ở ngay bên mình	[['Tôi', 'nghĩ', ',', 'đâu', 'cần', 'tìm', 'hạnh_phúc', 'ở', 'đâu', 'xa', 'mà', 'có_thể', 'cảm_nhận', 'nó', 'ở', 'ngay', 'bên', 'mình']]
- Sắp tới "người tham việc" như Ngọc Anh còn có kế hoạch gì?	[['-', 'Sắp', 'tới', '"', 'người', 'tham', 'việc', '"', 'như', 'Ngọc_Anh', 'còn', 'có', 'kế_hoạch', 'gì', '?']]
- Sau khi phát hành album thứ 4, tôi nhận được khá nhiều phản hồi của khán giả trẻ	[['-', 'Sau', 'khi', 'phát_hành', 'album', 'thứ', '4', ',', 'tôi', 'nhận', 'được', 'khá', 'nhiều', 'phản_hồi', 'của', 'khán_giả', 'trẻ']]
Tôi đang chuẩn bị kế hoạch đi biểu diễn nhiều đại học trong nước, cùng anh Trần Hùng tổ chức show diễn phục vụ các bạn học sinh, sinh viên	[['Tôi', 'đang', 'chuẩn_bị', 'kế_hoạch', 'đi', 'biểu_diễn', 'nhiều', 'đại_học', 'trong', 'nước', ',', 'cùng', 'anh', 'Trần_Hùng', 'tổ_chức', 'show', 'diễn', 'phục_vụ', 'các', 'bạn', 'học_sinh', ',', 'sinh_viên']]
Công việc hăng ngày ngốn khá nhiều thời gian nên tôi phải tranh thủ chọn nhạc và vào phòng thu, vì đang "âm mưu" thực hiện một sản phẩm độc đáo: Ngọc Anh và tình khúc Phú Quang II, dự kiến phát hành vào cuối năm nay	[['Công_việc', 'hăng', 'ngày', 'ngốn', 'khá', 'nhiều', 'thời_gian', 'nên', 'tôi', 'phải', 'tranh_thủ', 'chọn', 'nhạc', 'và', 'vào', 'phòng', 'thu', ',', 'vì', 'đang', '"', 'âm_mưu', '"', 'thực_hiện', 'một', 'sản_phẩm', 'độc_đáo', ':', 'Ngọc_Anh', 'và', 'tình_khúc', 'Phú_Quang_II', ',', 'dự_kiến', 'phát_hành', 'vào', 'cuối', 'năm', 'nay']]
Cuộc sống đôi lúc thăng trầm và thác ghềnh, bản thân mỗi người đều chưa hoàn thiện	[['Cuộc_sống', 'đôi_lúc', 'thăng_trầm', 'và', 'thác', 'ghềnh', ',', 'bản_thân', 'mỗi', 'người', 'đều', 'chưa', 'hoàn_thiện']]
Tôi cũng vậy, nhưng cứ sống lao động hết mình vì nghệ thuật và yêu thật nhiều, vì tình yêu là liều thuốc bổ mà	[['Tôi', 'cũng', 'vậy', ',', 'nhưng', 'cứ', 'sống', 'lao_động', 'hết_mình', 'vì', 'nghệ_thuật', 'và', 'yêu', 'thật', 'nhiều', ',', 'vì', 'tình_yêu', 'là', 'liều', 'thuốc_bổ', 'mà']]
Cuộc hội ngộ tại Italy mang lại cho giới làm điện ảnh cơ hội lưu danh trong làng nghệ thuật, đồng thời là nơi lý tưởng để quảng bá cho các bộ phim bên ngoài nước Mỹ	[['Cuộc', 'hội_ngộ', 'tại', 'Italy', 'mang', 'lại', 'cho', 'giới', 'làm', 'điện_ảnh', 'cơ_hội', 'lưu_danh', 'trong', 'làng', 'nghệ_thuật', ',', 'đồng_thời', 'là', 'nơi', 'lý_tưởng', 'để', 'quảng_bá', 'cho', 'các', 'bộ', 'phim', 'bên', 'ngoài', 'nước', 'Mỹ']]
Các ngôi sao của Hollywood cũng không bỏ lỡ cơ hội này để toả sáng tại rạp Lido	[['Các', 'ngôi_sao', 'của', 'Hollywood', 'cũng', 'không', 'bỏ', 'lỡ_cơ', 'hội', 'này', 'để', 'toả', 'sáng', 'tại', 'rạp', 'Lido']]
Sự xuất hiện của các diễn viên hàng đầu thế giới trên thảm đỏ tại Venice khiến LHP tại thành phố kênh rạch quyến rũ này trở nên ngang tầm với cuộc so tài tại thành phố Cannes (Pháp), xét về độ hào nhoáng và quyến rũ	[['Sự', 'xuất_hiện', 'của', 'các', 'diễn_viên', 'hàng_đầu', 'thế_giới', 'trên', 'thảm_đỏ', 'tại', 'Venice', 'khiến', 'LHP', 'tại', 'thành_phố', 'kênh_rạch', 'quyến_rũ', 'này', 'trở_nên', 'ngang', 'tầm', 'với', 'cuộc', 'so', 'tài', 'tại', 'thành_phố', 'Cannes', '(', 'Pháp', ')', ',', 'xét', 'về', 'độ', 'hào_nhoáng', 'và', 'quyến_rũ']]
George Clooney, Russell Crowe, Renee Zellweger, Matt Damon và Monica Bellucci đều dành 5 phút cho các nhà báo thực hiện phỏng vấn gắn	[['George_Clooney', ',', 'Russell_Crowe', ',', 'Renee_Zellweger', ',', 'Matt_Damon', 'và', 'Monica_Bellucci', 'đều', 'dành', '5', 'phút', 'cho', 'các', 'nhà_báo', 'thực_hiện', 'phỏng_vấn', 'gắn']]
Chỉ có Gwyneth Paltrow lỡ hẹn với Venice vì máy bay của cô gặp trục trặc kỹ thuật	[['Chỉ', 'có', 'Gwyneth_Paltrow', 'lỡ', 'hẹn', 'với', 'Venice', 'vì', 'máy_bay', 'của', 'cô', 'gặp', 'trục_trặc', 'kỹ_thuật']]
Nhà bình luận điện ảnh Lee Marshall nói: Đây là bước chuẩn bị đầu tiên cho bữa tiệc Oscar	[['Nhà', 'bình_luận', 'điện_ảnh', 'Lee_Marshall', 'nói', ':', 'Đây', 'là', 'bước', 'chuẩn_bị', 'đầu_tiên', 'cho', 'bữa', 'tiệc', 'Oscar']]
Mọi người tới tham dự LHP đều hy vọng, bộ phim của họ sẽ được đánh giá cao để họ có thể yên tâm tới dự lễ trao giải Quả cầu vàng và sau đó là Oscar	[['Mọi', 'người', 'tới', 'tham_dự', 'LHP', 'đều', 'hy_vọng', ',', 'bộ', 'phim', 'của', 'họ', 'sẽ', 'được', 'đánh_giá', 'cao', 'để', 'họ', 'có_thể', 'yên_tâm', 'tới', 'dự', 'lễ', 'trao', 'giải', 'Quả', 'cầu', 'vàng', 'và', 'sau', 'đó', 'là', 'Oscar']]
LHP Venice diễn ra trong thời điểm này được đánh giá là hợp lý vì giữ khoảng cách với giải Oscar được tổ chức vào tháng 2 hoặc tháng 3	[['LHP', 'Venice', 'diễn', 'ra', 'trong', 'thời_điểm', 'này', 'được', 'đánh_giá', 'là', 'hợp_lý', 'vì', 'giữ', 'khoảng_cách', 'với', 'giải', 'Oscar', 'được', 'tổ_chức', 'vào', 'tháng', '2', 'hoặc', 'tháng', '3']]
LHP Berlin trao giải trong tháng 2, quá sát nên ánh hào quang của tượng vàng sẽ che khuất Gấu bạc	[['LHP', 'Berlin', 'trao', 'giải', 'trong', 'tháng', '2', ',', 'quá', 'sát', 'nên', 'ánh', 'hào_quang', 'của', 'tượng', 'vàng', 'sẽ', 'che_khuất', 'Gấu', 'bạc']]
Còn LHP Cannes diễn ra vào tháng 5 nên không được mấy ai nhắc tới trong mùa Oscar	[['Còn', 'LHP', 'Cannes', 'diễn', 'ra', 'vào', 'tháng', '5', 'nên', 'không', 'được', 'mấy_ai', 'nhắc', 'tới', 'trong', 'mùa', 'Oscar']]
Theo đánh giá của Lee Marshall, những phim nặng ký cho giải Sư tử vàng năm nay là Brokeback Mountain của đạo diễn Trung Quốc, Lý An, với các tài tử Jake Gyllenhaal, Heath Ledger, và Good Night And Good Luck của George Clooney	[['Theo', 'đánh_giá', 'của', 'Lee_Marshall', ',', 'những', 'phim', 'nặng_ký', 'cho', 'giải', 'Sư_tử', 'vàng', 'năm', 'nay', 'là', 'Brokeback_Mountain', 'của', 'đạo_diễn', 'Trung_Quốc', ',', 'Lý_An', ',', 'với', 'các', 'tài_tử', 'Jake_Gyllenhaal', ',', 'Heath_Ledger', ',', 'và', 'Good_Night_And_Good', 'Luck', 'của', 'George_Clooney']]
Nhiều đạo diễn cũng coi Venice là đất lành để những bộ phim nhỏ, sản xuất độc lập của họ được chào đón	[['Nhiều', 'đạo_diễn', 'cũng', 'coi', 'Venice', 'là', 'đất', 'lành', 'để', 'những', 'bộ', 'phim', 'nhỏ', ',', 'sản_xuất', 'độc_lập', 'của', 'họ', 'được', 'chào_đón']]
Đạo diễn Steven Soderbergh nói: Tôi thấy khán giả châu Âu có phản ứng tích cực hơn với phim của chúng tôi so với khán giả Mỹ	[['Đạo_diễn', 'Steven_Soderbergh', 'nói', ':', 'Tôi', 'thấy', 'khán_giả', 'châu_Âu', 'có', 'phản_ứng', 'tích_cực', 'hơn', 'với', 'phim', 'của', 'chúng_tôi', 'so', 'với', 'khán_giả', 'Mỹ']]
Khán giả của cựu lục địa có xu hướng thay đổi tư duy để phù hợp với quan điểm nghệ thuật của bộ phim	[['Khán_giả', 'của', 'cựu', 'lục_địa', 'có', 'xu_hướng', 'thay_đổi', 'tư_duy', 'để', 'phù_hợp', 'với', 'quan_điểm', 'nghệ_thuật', 'của', 'bộ', 'phim']]
Trong khi đó, người Mỹ muốn quan điểm nghệ thuật phải phù hợp với tư duy của họ	[['Trong', 'khi', 'đó', ',', 'người', 'Mỹ', 'muốn', 'quan_điểm', 'nghệ_thuật', 'phải', 'phù_hợp', 'với', 'tư_duy', 'của', 'họ']]
